	compound	original_molecule	standardized_molecule	standardized_molecule_InchiKey	properties_log
346	CHEMBL3109076	O=C(O)[C@H]1[C@@H](Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccc2ccccc2c1	O=C(O)[C@H]1[C@@H](Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccc2ccccc2c1	KJXIJMCTHOJNEM-WZONZLPQSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
348	CHEMBL556265	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	LCMRXADLVDEDPG-UEXBNONGSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
350	CHEMBL1472200	CCOC(=O)Cc1csc(NC(=O)c2sc3nc4cc(C)ccc4cc3c2N)n1	CCOC(=O)Cc1csc(NC(=O)c2sc3nc4cc(C)ccc4cc3c2N)n1	DGVJQCOKXOACNG-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
351	CHEMBL3109078	O=C(O)[C@H]1[C@@H](Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccccc1	O=C(O)[C@H]1[C@@H](Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccccc1	SFTGLDWKERDMBL-DNVCBOLYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
352	CHEMBL560165	COc1nc(N)c2ncn([C@@H]3O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]3O)c2n1	COc1nc(N)c2ncn([C@@H]3O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]3O)c2n1	VVADSJZSHIZJBJ-ZRURSIFKSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
353	CHEMBL3109079	O=C(O)[C@@H]1[C@H](Cc2c[nH]c3ccccc23)CCN1Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	O=C(O)[C@@H]1[C@H](Cc2c[nH]c3ccccc23)CCN1Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	JORYDAJGXUCPKD-BUXKBTBVSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
355	CHEMBL559281	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CCC[C@@H]2N)[C@@H](O)[C@H]1O	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CCC[C@@H]2N)[C@@H](O)[C@H]1O	AZMZTOYPCSDNPY-IBCGMDAMSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
356	CHEMBL3109077	O=C(O)[C@@H]1[C@H](Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccccc1	O=C(O)[C@@H]1[C@H](Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccccc1	SFTGLDWKERDMBL-KXBFYZLASA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
357	CHEMBL382617	Cc1ccn2c(CCc3nnc4cc(C)ccn34)nnc2c1	Cc1ccn2c(CCc3nnc4cc(C)ccn34)nnc2c1	YZJYQGRMFVKPAP-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
358	CHEMBL1916517	CN(C)CC1CC(c2ccc([N+](=O)[O-])cc2)=NO1	CN(C)CC1CC(c2ccc([N+](=O)[O-])cc2)=NO1	FUKODXXKPDODID-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
359	CHEMBL1564869	O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O	O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O	HPTXLHAHLXOAKV-INIZCTEOSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
